id,region,month,year,kwh,bill_amount,household_size,submitter_name,created_at
1427,Extrême-Nord,9,2025,36.0,1800.0,6,Claude Rousseau,2026-02-16 13:47:14.079581
1428,Est,12,2024,57.01,2850.0,7,Michel Durand,2026-03-11 13:47:14.079581
1429,Nord,6,2026,72.1,3605.0,8,Florence Mathieu,2025-12-11 13:47:14.079581
1430,Est,5,2026,132.81,7302.0,7,Claude Rousseau,2025-10-08 13:47:14.079581
1431,Est,4,2026,20.0,1000.0,2,Benjamin Leroy,2026-02-28 13:47:14.079581
1432,Sud,7,2026,33.64,1682.0,7,Sophie Garcia,2026-03-21 13:47:14.079581
1433,Nord,9,2025,74.84,3742.0,9,Emma Mercier,2025-06-14 13:47:14.079581
1434,Littoral,5,2026,175.37,10664.0,5,Florence Mathieu,2025-05-09 13:47:14.079581
1435,Adamaoua,6,2024,108.75,5438.0,7,Sophie Garcia,2026-02-04 13:47:14.079581
1436,Est,1,2025,97.21,4861.0,7,Catherine Moreau,2025-12-21 13:47:14.079581
1437,Sud-Ouest,2,2026,94.99,4750.0,6,Jean Dupont,2025-07-28 13:47:14.079581
1438,Littoral,11,2024,93.43,4672.0,9,Nicolas Garnier,2025-07-27 13:47:14.079581
1439,Littoral,1,2026,211.1,13487.0,2,Claude Rousseau,2026-01-06 13:47:14.079581
1440,Extrême-Nord,7,2024,35.81,1791.0,4,Marie Martin,2025-05-14 13:47:14.079581
1441,Extrême-Nord,10,2025,33.25,1663.0,5,Florence Mathieu,2025-07-18 13:47:14.079581
1442,Sud,9,2026,62.23,3112.0,9,Marc Leduc,2026-03-26 13:47:14.079581
1443,Nord-Ouest,8,2024,137.17,7647.0,6,Marc Leduc,2025-11-27 13:47:14.079581
1444,Centre,5,2026,209.6,13368.0,5,Thomas Dufour,2025-11-08 13:47:14.079581
1445,Centre,8,2024,97.56,4878.0,7,Stephanie Vincent,2025-07-20 13:47:14.079581
1446,Adamaoua,6,2026,49.33,2466.0,10,Sophie Garcia,2025-07-16 13:47:14.079581
1447,Extrême-Nord,4,2025,20.0,1000.0,7,Claude Rousseau,2025-09-21 13:47:14.079581
1448,Extrême-Nord,4,2024,20.0,1000.0,1,Michel Durand,2025-06-03 13:47:14.079581
1449,Nord,6,2025,36.84,1842.0,9,Nicolas Garnier,2025-11-28 13:47:14.079581
1450,Nord-Ouest,12,2026,57.46,2873.0,8,Isabelle Lefevre,2025-09-26 13:47:14.079581
1451,Centre,7,2025,153.57,8942.0,10,Julien Girard,2026-01-21 13:47:14.079581
1452,Centre,1,2025,60.17,3009.0,8,Julien Girard,2025-09-15 13:47:14.079581
1453,Extrême-Nord,3,2025,34.48,1724.0,3,Marie Martin,2026-01-11 13:47:14.079581
1454,Est,4,2024,97.52,4876.0,8,Anonyme,2025-06-24 13:47:14.079581
1455,Littoral,7,2026,205.07,13011.0,5,Michel Durand,2025-11-02 13:47:14.079581
1456,Extrême-Nord,4,2026,63.44,3172.0,5,Emma Mercier,2025-05-30 13:47:14.079581
1457,Est,7,2024,53.76,2688.0,4,Emma Mercier,2026-01-04 13:47:14.079581
1458,Nord,9,2025,36.53,1827.0,9,Michel Durand,2026-04-08 13:47:14.079581
1459,Sud,12,2025,55.94,2797.0,5,Anonyme,2026-02-10 13:47:14.079581
1460,Sud,10,2024,63.48,3174.0,8,Michel Durand,2026-04-03 13:47:14.079581
1461,Extrême-Nord,12,2025,41.0,2050.0,2,Michel Durand,2025-07-20 13:47:14.079581
1462,Sud,10,2026,63.24,3162.0,6,Michel Durand,2025-09-19 13:47:14.079581
1463,Est,5,2024,102.33,5117.0,6,Benjamin Leroy,2026-01-24 13:47:14.079581
1464,Nord-Ouest,12,2024,92.81,4640.0,7,Florence Mathieu,2026-03-16 13:47:14.079581
1465,Nord,7,2024,44.18,2209.0,6,Isabelle Lefevre,2025-09-04 13:47:14.079581
1466,Adamaoua,4,2026,96.9,4845.0,8,Claude Rousseau,2025-08-29 13:47:14.079581
1467,Sud-Ouest,8,2026,86.29,4315.0,2,Benjamin Leroy,2025-10-13 13:47:14.079581
1468,Sud-Ouest,9,2024,86.27,4313.0,9,Anne Leblanc,2026-02-12 13:47:14.079581
1469,Nord-Ouest,3,2024,70.29,3514.0,6,Valerie Blanchard,2026-01-19 13:47:14.079581
1470,Littoral,10,2026,134.93,7470.0,10,Jean Dupont,2025-11-17 13:47:14.079581
1471,Est,7,2026,74.02,3701.0,7,Emma Mercier,2026-01-04 13:47:14.079581
1472,Est,5,2024,122.55,6491.0,3,Marc Leduc,2025-10-25 13:47:14.079581
1473,Littoral,10,2026,127.46,6879.0,6,Jean Dupont,2026-02-19 13:47:14.079581
1474,Est,12,2024,81.73,4087.0,5,Sophie Garcia,2025-06-18 13:47:14.079581
1475,Adamaoua,11,2026,140.85,7938.0,5,Michel Durand,2025-07-07 13:47:14.079581
1476,Extrême-Nord,12,2024,30.91,1545.0,2,Emma Mercier,2026-02-09 13:47:14.079581
1477,Nord,12,2025,67.5,3375.0,8,Pierre Bernard,2026-04-20 13:47:14.079581
1478,Nord,5,2026,100.0,5000.0,1,Isabelle Lefevre,2025-06-03 13:47:14.079581
1479,Est,3,2026,82.12,4106.0,7,Nicolas Garnier,2025-07-23 13:47:14.079581
1480,Nord-Ouest,2,2026,88.88,4444.0,3,Sophie Garcia,2025-04-30 13:47:14.079581
1481,Ouest,3,2025,217.48,13991.0,1,Pierre Bernard,2026-03-17 13:47:14.079581
1482,Est,5,2025,51.23,2562.0,8,Thomas Dufour,2026-04-07 13:47:14.079581
1483,Est,4,2025,129.56,7045.0,9,Sophie Garcia,2025-05-03 13:47:14.079581
1484,Littoral,5,2024,227.73,14800.0,6,Catherine Moreau,2026-03-03 13:47:14.079581
1485,Nord-Ouest,2,2025,99.48,4974.0,5,Pierre Bernard,2026-04-07 13:47:14.079581
1486,Ouest,5,2026,149.59,8627.0,1,Marc Leduc,2025-05-18 13:47:14.079581
1487,Adamaoua,1,2024,115.46,5931.0,1,Thomas Dufour,2025-12-14 13:47:14.079581
1488,Adamaoua,9,2025,20.0,1000.0,5,Anonyme,2025-07-23 13:47:14.079581
1489,Nord-Ouest,9,2026,63.39,3170.0,4,Valerie Blanchard,2025-09-22 13:47:14.079581
1490,Sud-Ouest,9,2025,78.78,3939.0,2,Marc Leduc,2025-05-01 13:47:14.079581
1491,Sud,4,2025,123.62,6576.0,9,Marie Martin,2025-09-03 13:47:14.079581
1492,Sud,11,2025,85.74,4287.0,1,Emma Mercier,2025-06-06 13:47:14.079581
1493,Nord,8,2026,35.03,1751.0,9,Valerie Blanchard,2025-07-22 13:47:14.079581
1494,Ouest,2,2026,89.47,4473.0,6,Emma Mercier,2025-12-16 13:47:14.079581
1495,Nord,12,2026,52.17,2608.0,5,Anonyme,2025-11-22 13:47:14.079581
1496,Centre,9,2026,221.58,14315.0,4,Jean Dupont,2025-10-04 13:47:14.079581
1497,Littoral,8,2025,62.68,3134.0,1,Michel Durand,2025-05-13 13:47:14.079581
1498,Centre,3,2024,92.73,4637.0,1,Florence Mathieu,2025-10-17 13:47:14.079581
1499,Littoral,10,2026,131.77,7220.0,4,Anne Leblanc,2026-02-20 13:47:14.079581
1500,Nord,1,2026,39.44,1972.0,9,Anne Leblanc,2025-08-23 13:47:14.079581
1501,Extrême-Nord,8,2025,48.32,2416.0,10,Thomas Dufour,2025-10-02 13:47:14.079581
1502,Ouest,11,2025,152.45,8853.0,10,Florence Mathieu,2026-01-25 13:47:14.079581
1503,Nord,9,2026,38.77,1938.0,7,Luc Fontaine,2025-09-30 13:47:14.079581
1504,Sud-Ouest,7,2025,120.96,6366.0,10,Valerie Blanchard,2026-01-10 13:47:14.079581
1505,Littoral,11,2024,100.78,5039.0,3,Luc Fontaine,2025-06-05 13:47:14.079581
1506,Adamaoua,3,2024,79.59,3979.0,3,Florence Mathieu,2026-02-12 13:47:14.079581
1507,Adamaoua,3,2026,166.83,9990.0,10,Stephanie Vincent,2025-08-08 13:47:14.079581
1508,Littoral,10,2026,149.42,8614.0,3,Luc Fontaine,2025-12-23 13:47:14.079581
1509,Sud-Ouest,10,2024,48.45,2423.0,9,Jean Dupont,2026-03-22 13:47:14.079581
1510,Adamaoua,3,2024,117.21,6070.0,7,Marie Martin,2025-08-22 13:47:14.079581
1511,Nord-Ouest,10,2025,122.04,6451.0,3,Florence Mathieu,2026-03-30 13:47:14.079581
1512,Ouest,12,2025,114.44,5850.0,10,Catherine Moreau,2026-01-18 13:47:14.079581
1513,Littoral,3,2024,182.75,11247.0,6,Anonyme,2025-08-31 13:47:14.079581
1514,Nord,7,2026,79.96,3998.0,6,Anonyme,2026-03-09 13:47:14.079581
1515,Ouest,12,2024,20.0,1000.0,5,Anonyme,2025-07-22 13:47:14.079581
1516,Sud,3,2026,38.74,1937.0,5,Luc Fontaine,2025-11-09 13:47:14.079581
1517,Extrême-Nord,7,2024,37.83,1891.0,6,Pierre Bernard,2026-03-29 13:47:14.079581
1518,Sud,9,2026,33.36,1668.0,4,Nicolas Garnier,2026-03-29 13:47:14.079581
1519,Sud,6,2025,20.0,1000.0,2,Isabelle Lefevre,2025-10-11 13:47:14.079581
1520,Nord-Ouest,8,2024,156.58,9180.0,5,Anonyme,2026-03-23 13:47:14.079581
1521,Littoral,12,2024,122.92,6520.0,7,Marc Leduc,2025-06-19 13:47:14.079581
1522,Sud,1,2025,43.68,2184.0,2,Anne Leblanc,2025-10-19 13:47:14.079581
1523,Littoral,4,2024,179.99,11029.0,4,Nicolas Garnier,2025-06-05 13:47:14.079581
1524,Sud-Ouest,7,2024,80.55,4027.0,10,Florence Mathieu,2026-02-14 13:47:14.079581
1525,Sud,7,2024,63.8,3190.0,6,Marc Leduc,2026-01-20 13:47:14.079581
1526,Littoral,9,2025,210.41,13432.0,5,Claude Rousseau,2025-11-13 13:47:14.079581
1527,Sud-Ouest,2,2024,44.01,2200.0,3,Pierre Bernard,2025-11-22 13:47:14.079581
1528,Extrême-Nord,8,2025,48.05,2403.0,10,Florence Mathieu,2025-06-13 13:47:14.079581
1529,Extrême-Nord,8,2024,38.21,1911.0,7,Michel Durand,2025-06-08 13:47:14.079581
1530,Nord,7,2024,21.49,1074.0,1,Anonyme,2025-06-28 13:47:14.079581
1531,Littoral,7,2024,134.31,7420.0,8,Pierre Bernard,2026-03-18 13:47:14.079581
1532,Est,3,2026,78.76,3938.0,8,Marc Leduc,2025-08-18 13:47:14.079581
1533,Centre,9,2025,173.72,10534.0,8,Catherine Moreau,2026-02-24 13:47:14.079581
1534,Centre,7,2025,111.57,5624.0,10,Marc Leduc,2025-05-18 13:47:14.079581
1535,Adamaoua,9,2024,125.65,6737.0,6,Valerie Blanchard,2025-10-01 13:47:14.079581
1536,Littoral,11,2025,86.82,4341.0,1,Jean Dupont,2026-02-11 13:47:14.079581
1537,Sud,2,2024,50.25,2512.0,7,Valerie Blanchard,2025-10-07 13:47:14.079581
1538,Sud,8,2024,65.99,3299.0,4,Anonyme,2025-12-30 13:47:14.079581
